Artikelid,Namn,Namn2,Varugrupp,Varnummer,Prisinklmoms,Ursprung,Producent,Argang,Alkoholhalt,Typ,RavarorBeskrivning
392653,Moulin Touchais,,Vitt vin,75034,319.0,Loiredalen,Touchais,1992.0,13.50%,Sott,
392663,Moulin Touchais,,Vitt vin,73051,319.0,Loiredalen,Touchais,1996.0,13.50%,Sott,
3927,Anna de Codorníu Organic,Brut,Mousserande vin,7369,109.0,Cava,Codorníu,,11.50%,Vitt Torrt,90% chardonnay och 10% parellada.
3939,Dopff Brut Cuvee Julien,,Mousserande vin,7410,119.0,Alsace,Dopff au Moulin,,12.00%,Vitt Torrt,
3940,Dopff Brut Cuvee Julien,,Mousserande vin,7410,75.0,Alsace,Dopff au Moulin,,12.00%,Vitt Torrt,
39407,Mauro,Chardonnay,Vitt vin,32008,89.0,Apulien,Nordic Sea Winery,2016.0,14.00%,Friskt & Fruktigt,Chardonnay.
3945,Marques de Monistrol,Rose,Mousserande vin,7415,89.0,Cava,Marques de Monistrol,,11.50%,Rose,Monastrell.
3948,Bollinger,Special Cuvee Brut,Mousserande vin,7418,459.0,Champagne,Bollinger,,12.00%,Vitt Torrt,"60% pinot noir, 25% chardonnay och 15% pinot meunier."
3951,Veuve Clicquot,Sec Gula ankan,Mousserande vin,7421,415.0,Champagne,Veuve Clicquot,,12.00%,Vitt Halvtorrt,"56% pinot noir, 28% chardonnay och 16% pinot meunier."
3952,Veuve Clicquot,"Sec ""Gula ankan""",Mousserande vin,7421,230.0,Champagne,Veuve Clicquot,,12.00%,Vitt Halvtorrt,"56% pinot noir, 28% chardonnay och 16% pinot meunier."
39521,Raccolto,Nero d'Avola Cabernet Sauvignon Organic,Rott vin,32452,97.0,Sicilien,Nordic Sea Winery,2016.0,14.00%,Fruktigt & Smakrikt,60% nero d'avola och 40% cabernet sauvignon.
3953,Veuve Clicquot,"Sec ""Gula ankan""",Mousserande vin,7421,895.0,Champagne,Veuve Clicquot,,12.00%,Vitt Halvtorrt,
3954,Taittinger,Brut Reserve,Mousserande vin,7422,405.0,Champagne,Taittinger,,12.00%,Vitt Torrt,"40% chardonnay, 35% pinot noir och 25% pinot meunier."
3955,Veuve Clicquot,Brut Gula ankan,Mousserande vin,7424,415.0,Champagne,Veuve Clicquot,,12.00%,Vitt Torrt,"50-55% pinot noir, 28-33% chardonnay och 15-20% pinot meunier."
395698,Lirac,Les Chenaies,Rott vin,2214,115.0,Rhonedalen,Ogier,2016.0,14.50%,Kryddigt & Mustigt,"60% grenache, 25% syrah, 10% mourvèdre och 5% cinsault."
395744,50° Parallel,Riesling Trocken,Vitt vin,5824,94.0,Rheingau,G H von Mumm,2016.0,12.00%,Friskt & Fruktigt,Riesling.
3959,Dom Perignon,,Mousserande vin,7428,1380.0,Champagne,Moët & Chandon,2009.0,12.50%,Vitt Torrt,60% chardonnay och 40% pinot noir.
3961,Jeanmaire,Brut,Mousserande vin,7430,209.0,Champagne,Jeanmaire,,12.00%,Vitt Torrt,"Pinot noir 40%, pinot meunier 30%, chardonnay 30%"
3962,Jeanmaire,Brut,Mousserande vin,7430,147.0,Champagne,Jeanmaire,,12.00%,Vitt Torrt,"Pinot noir 40%, pinot meunier 30%, chardonnay 30%"
396891,Blason de Bourgogne Mâcon-Villages,Chardonnay,Vitt vin,2295,99.0,Bourgogne,Blason de Bourgogne,2016.0,12.50%,Friskt & Fruktigt,Chardonnay.
3971,Krug,Grande Cuvee,Mousserande vin,7494,1529.0,Champagne,Krug,,12.00%,Vitt Torrt,
3972,Lanson,Rose Label,Mousserande vin,7495,399.0,Champagne,Lanson,,12.50%,Rose,"53% pinot noir, 32% chardonnay och 15% pinot meunier."
3973,Lanson,Rose Label,Mousserande vin,7495,225.0,Champagne,Lanson,,12.50%,Rose,"53% pinot noir, 32% chardonnay och 15% pinot meunier."
3974,Lanson,Black Label Brut,Mousserande vin,7500,379.0,Champagne,Lanson,,12.50%,Vitt Torrt,
3977,Moët & Chandon,Brut Imperial,Mousserande vin,7518,395.0,Champagne,Moët & Chandon,,12.00%,Vitt Torrt,
3978,Moët & Chandon,Brut Imperial,Mousserande vin,7518,219.0,Champagne,Moët & Chandon,,12.00%,Vitt Torrt,
3979,Moët & Chandon,Brut Imperial,Mousserande vin,7518,795.0,Champagne,Moët & Chandon,,12.00%,Vitt Torrt,
39809,Appasanto,Castillo de Anna,Rott vin,22297,179.0,Valencia,Anecoop,2016.0,13.50%,Fruktigt & Smakrikt,Tempranillo.
3981,Mumm,Grand Cordon,Mousserande vin,7543,379.0,Champagne,Mumm,,12.00%,Vitt Torrt,
3985,Cuvee Sir Winston Churchill,,Mousserande vin,7548,1399.0,Champagne,Pol Roger,2004.0,12.50%,Vitt Torrt,"Huvudsakligen pinot noir, aven chardonnay."
3986,Pol Roger,Brut Reserve,Mousserande vin,7549,415.0,Champagne,Pol Roger,,12.00%,Vitt Torrt,"Pinot noir 1/3, pinot meunier 1/3, chardonnay 1/3"
39868,Alamos,Malbec,Rott vin,6670,99.0,Cuyo,Bodega Catena Zapata,2016.0,13.00%,Kryddigt & Mustigt,Malbec.
398730,Barbaresco,Livio Pavese,Rott vin,5337,169.0,Piemonte,Livio Pavese,2012.0,14.00%,Kryddigt & Mustigt,Nebbiolo.
3988,Pommery,Brut Royal,Mousserande vin,7590,385.0,Champagne,Pommery,,12.50%,Vitt Torrt,
398931,Tr3 Apor,Halvtorrt vitt vin,Vitt vin,5921,159.0,,Enjoy Wine & Spirits,2016.0,8.50%,Druvigt & Blommigt,82% riesling och 18% sylvaner.
398937,La Vida al Camp,,Mousserande vin,7776,139.0,Cava,Vins de Terrer,2013.0,11.50%,Vitt Torrt,"45% macabeu, 45% xarel-lo och 10% parellada."
3992170,Il Segreto,Sangiovese,Rott vin,73684,109.0,Marche,Poggio Fiore,2015.0,13.50%,Fruktigt & Smakrikt,Sangiovese.
3992266,Grand Constance,,Vitt vin,90287,339.0,Western Cape,Groot Constantia Trust NPC RF,2014.0,12.50%,Sott,Muscat de frontignan.
3992510,AnnoZero,Prosecco Superiore,Mousserande vin,70093,148.0,Venetien,Valdellovo,2016.0,11.00%,Vitt Torrt,
3992513,Splendide,Emozioni Rosa,Mousserande vin,78523,134.0,,Valdellovo,,11.50%,Rose,
3992523,Gran Bodega,Tempranillo,Rott vin,73201,79.0,,Vino Veritas,,13.00%,Mjukt & Barigt,Tempranillo.
3992920,Promis,Gaja,Rott vin,90292,269.0,Toscana,Gaja,2015.0,13.50%,Fruktigt & Smakrikt,"55% merlot, 35% syrah och 10% sangiovese."
3992980,Tirreno,Marchesi Mazzei,Rott vin,90306,159.0,Toscana,Marchesi Mazzei,2015.0,13.50%,Fruktigt & Smakrikt,"65% cabernet sauvignon, 20% alicante, 10% cabernet franc och 5% petit verdot."
3993254,Vivaldi,Valpolicella ai Colli,Rott vin,74871,89.0,Venetien,Vivaldi Wines,2016.0,12.00%,Mjukt & Barigt,
3993256,Il Roncal,Ribolla Gialla Spumante Brut,Mousserande vin,79813,199.0,Friuli-Venezia-Giulia,Azienda Agricola IL Roncal,,11.50%,Vitt Torrt,
3993257,Il Roncal,Roseum Spumante Rose,Mousserande vin,72735,187.0,Friuli-Venezia-Giulia,Azienda Agricola IL Roncal,,11.00%,Rose,
3993262,Il Roncal,Pignolo,Rott vin,70300,325.0,Friuli-Venezia-Giulia,Azienda Agricola IL Roncal,2009.0,14.00%,Stramt & Nyanserat,Pignolo.
3993267,Raventos De Nit,Raventos i Blanc,Mousserande vin,90318,199.0,,Raventos i Blanc,2015.0,12.00%,Rose,"Xarel-lo, parellada, macabeu och monastrell."
3993427,Barbera d'Asti,Montebruna,Rott vin,90325,169.0,Piemonte,Braida di Bologna Giacomo,2015.0,13.50%,Fruktigt & Smakrikt,Barbera.
3993501,Ferrari,Perle,Mousserande vin,90332,199.0,Trentino-Alto Adige,Ferrari,2010.0,12.50%,Vitt Torrt,Chardonnay.
3993553,Il Frappato,,Rott vin,90348,274.0,Sicilien,Arianna Occhipinti,2015.0,13.00%,Kryddigt & Mustigt,Frappato.
3993868,Tenuta Belguardo,,Rott vin,90393,249.0,Toscana,Marchesi Mazzei,2013.0,14.50%,Kryddigt & Mustigt,90% cabernet sauvigon och 10% cabernet franc.
3994,Louis Roederer,Carte Blanche,Mousserande vin,7600,419.0,Champagne,Louis Roederer,,12.00%,Vitt Sott,"62% pinot noir, 30% chardonnay och 8% pinot meunier."
3994215,Mâcon-Bussières,Vigne de Montbrison,Vitt vin,99158,209.0,Bourgogne,Domaine Verget/Jean-Marie Guffens,2016.0,13.00%,Friskt & Fruktigt,Chardonnay.
3994349,Erath,Pinot Noir,Rott vin,3992,189.0,Oregon,Erath Vineyards,2015.0,13.50%,Kryddigt & Mustigt,Pinot noir.
3994774,Plan B!,Shiraz,Rott vin,4501,99.0,Western Australia,Plan B Wines,2016.0,14.50%,Kryddigt & Mustigt,Shiraz.
3994783,Navarro Correas,Reserve Malbec,Rott vin,2170,99.0,Cuyo,Navarro Correas,2016.0,13.50%,Fruktigt & Smakrikt,Malbec.
3994784,Diebolt-Vallois,Probono Blanc de Blancs Brut,Mousserande vin,74308,409.0,Champagne,Diebolt-Vallois,,12.50%,Vitt Torrt,Chardonnay.
3994795,Navarro Correas,Reserve Malbec,Rott vin,2170,59.0,Cuyo,Navarro Correas,2016.0,13.50%,Fruktigt & Smakrikt,Malbec.
3994825,1865 Pinot Noir,Viña San Pedro,Rott vin,2103,149.0,Coquimbo,Viña San Pedro,2015.0,13.50%,Kryddigt & Mustigt,Pinot noir.
3994865,Küdaw Nativo,Cinsault,Rott vin,5380,119.0,Region del Sur,Vintae,2016.0,14.50%,Mjukt & Barigt,Cinsault.
3994883,Pampa Mía,,Rott vin,5370,148.0,Patagonien,Bodega del Desierto,2015.0,14.50%,Stramt & Nyanserat,"40% malbec, 40% cabernet franc och 20% merlot."
3994945,Otello,Nero di Lambrusco,Rott vin,71461,189.0,Emilia-Romagna,Cantine CECI S.P.A,,11.00%,Mjukt & Barigt,Lambrusco.
3994946,Costadilà 330SLM,Col fondo,Mousserande vin,77103,200.0,,Costadilà/Ederlezi,,11.00%,ovrigt,
3994949,Francoise Bedel,L´Ame de la Terre,Mousserande vin,78142,529.0,Champagne,Françoise Bedel & Fils,2005.0,12.00%,Vitt Torrt,
3994950,Frizzi Col Fondo,Frizzante,Mousserande vin,77258,190.0,,Tenuta l'Armonia,2015.0,12.00%,ovrigt,
3997920,Biferno Rosso Riserva,Zengarello,Rott vin,75840,109.0,Molise,Zengarello,2011.0,14.00%,Kryddigt & Mustigt,
3998,Louis Roederer,Brut Premier,Mousserande vin,7602,419.0,Champagne,Louis Roederer,,12.00%,Vitt Torrt,66% pinot Noir och 34% chardonnay.
3999435,Lombard Extra Brut,Premier Cru Blanc de Noir,Mousserande vin,7921,299.0,Champagne,Champagne Lombard,,12.50%,Vitt Torrt,Pinot noir.
3999736,Los Hermanos,Tempranillo,Rott vin,99164,189.0,Victoria,Crittenden Estate,2016.0,14.00%,Fruktigt & Smakrikt,Tempranillo.
3999784,Jean Dumangin,Carte dâ€™or Heritage Premier Cru Brut,Mousserande vin,78543,319.0,Champagne,CHAMPAGNE JEAN DUMANGIN,,12.00%,Vitt Torrt,
3999800,Jean Dumangin,Carte dâ€™or Heritage Premier Cru Brut,Mousserande vin,78543,199.0,Champagne,CHAMPAGNE JEAN DUMANGIN,,12.00%,Vitt Torrt,
3999802,Mulderbosch,Sauvignon Blanc,Vitt vin,75391,109.0,Western Cape,Mulderbosch Vineyards,2017.0,13.50%,Friskt & Fruktigt,Sauvignon blanc.
3999807,Kreinbacher,Classic Brut,Mousserande vin,78021,199.0,,Kreinbacher Birtok Kft,,12.50%,Vitt Torrt,
3999811,Game of Thrones,Paso Robles Red Blend,Rott vin,74934,179.0,Kalifornien,Vintage Wine Estates dba Game of Thrones,2016.0,14.00%,Fruktigt & Smakrikt,
3999821,Le Passole,Casa Di Alvaroni,Rott vin,73379,99.0,Apulien,Fields Wine Co,2015.0,14.50%,Fruktigt & Smakrikt,
39999,Domaine Lalande Reserve,Merlot,Rott vin,22299,72.0,Languedoc-Roussillon,Domaine Lalande,2015.0,12.50%,Fruktigt & Smakrikt,Merlot.
40028,Bollinger,La Grande Annee Brut,Mousserande vin,7579,959.0,Champagne,Bollinger,2007.0,12.00%,Vitt Torrt,Pinot noir och chardonnay
400446,Bellavista,Franciacorta Cuvee Brut,Mousserande vin,73145,329.0,Lombardiet,Bellavista,,12.50%,Vitt Torrt,
400735,La Vignee,Pinot Noir,Rott vin,5421,89.0,Bourgogne,Bouchard Père & Fils,2012.0,12.50%,Mjukt & Barigt,
400751,Billecart-Salmon,Brut Reserve,Mousserande vin,7454,209.0,Champagne,Billecart-Salmon,,12.00%,Vitt Torrt,
400805,Allesverloren,Shiraz,Rott vin,29002,65.0,Western Cape,Allesverloren Wine Estate,2015.0,14.00%,Fruktigt & Smakrikt,Shiraz.
401895,Ruffino,Vinsanto Serelle,Vitt vin,8119,149.0,Toscana,Ruffino,2012.0,15.50%,Sott,Malvasia och trebbiano.
40220,Nivole,,Vitt vin,7787,79.0,Piemonte,Michele Chiarlo,2016.0,5.00%,Sott,Muscat blanc à petits grains.
40234,Piccini,Chianti,Rott vin,22467,85.0,Toscana,Gestioni Piccini,2015.0,13.00%,Mjukt & Barigt,Sangiovese.
4027,Asti Martini,,Mousserande vin,7706,75.0,Piemonte,Martini Rossi,,7.00%,Vitt Sott,Muscat.
4028,Asti Martini,,Mousserande vin,7706,43.0,Piemonte,Martini Rossi,,7.00%,Vitt Sott,Muscat.
4032,Marques de Monistrol,Brut,Mousserande vin,7710,89.0,Cava,Marques de Monistrol,,11.50%,Vitt Torrt,"Xarello 40%, parellada 30%, macabeo 30%"
4033,Asti Cinzano,,Mousserande vin,7711,79.0,Piemonte,Cinzano,,7.00%,Vitt Sott,
4034,Asti Cinzano,,Mousserande vin,7711,49.0,Piemonte,Cinzano,,7.00%,Vitt Sott,
4035,Asti Cinzano,,Mousserande vin,7711,37.0,Piemonte,Cinzano,,7.00%,Vitt Sott,
404092,Alexandre Bonnet,Perle Rose Brut,Mousserande vin,7471,299.0,Champagne,Alexandre Bonnet,,12.00%,Rose,Pinot noir.
404116,Alexandre Bonnet,Perle Rose Brut,Mousserande vin,7471,179.0,Champagne,Alexandre Bonnet,,12.00%,Rose,
405174,Collet,Brut,Mousserande vin,7777,263.0,Champagne,Raoul Collet,,12.50%,Vitt Torrt,"65% pinot meunier, 25% pinot noir och 10% chardonnay."
405186,Collet,Brut,Mousserande vin,7777,150.0,Champagne,Raoul Collet,,12.50%,Vitt Torrt,"65% pinot menuier, 25% pinot noir och 10% chardonnay."
4055,Codorníu,Clasico Brut,Mousserande vin,7735,85.0,Cava,Codorníu,,11.50%,Vitt Torrt,"Macabeo, xarel-lo och parellada."
4058,Freixenet,Cordon Negro Brut,Mousserande vin,7738,87.0,Cava,Freixenet,,12.00%,Vitt Torrt,"Parellada 40%, macabeo 35%, xarel-lo 25%"
4059,Freixenet,Cordon Negro Brut,Mousserande vin,7738,33.0,Cava,Freixenet,,12.00%,Vitt Torrt,"Parellada 40%, macabeo 35%, xarel-lo 25%"
4060,Freixenet,Cordon Negro Brut,Mousserande vin,7738,174.0,Cava,Freixenet,,11.50%,Vitt Torrt,"Parellada 40%, macabeo 35%, xarel-lo 25%"
40617,Moët & Chandon,Rose Imperial,Mousserande vin,7598,439.0,Champagne,Moët & Chandon,,12.00%,Rose,
4064,Freixenet,Carta Nevada,Mousserande vin,7743,79.0,Cava,Freixenet,,12.00%,Vitt Halvtorrt,"Macabeo 1/3, xarel-lo 1/3, parellada 1/3"
4065,Ronar,,Mousserande vin,7744,69.0,Penedès,UCSA,,11.50%,Vitt Torrt,"Macabeo 50%, xarel-lo 40%, parellada 10%"
406812,Petit Chablis Domaine Sainte Claire,J M Brocard,Vitt vin,5588,84.0,Bourgogne,J M Brocard,2015.0,12.00%,Friskt & Fruktigt,Chardonnay.
4072,Henkell Trocken,,Mousserande vin,7751,79.0,,Henkell,,11.50%,Vitt Torrt,
4073,Henkell Trocken,,Mousserande vin,7751,45.0,,Henkell,,11.50%,Vitt Torrt,
40738,Zenato,Merlot,Rott vin,32224,146.0,Venetien,Zenato,2014.0,14.00%,Fruktigt & Smakrikt,Merlot.
4074,Henkell Trocken,,Mousserande vin,7751,29.0,,Henkell,,11.50%,Vitt Torrt,
40814,Kloster Eberbach,Riesling Kabinett,Vitt vin,5810,105.0,Rheingau,Kloster Eberbach,2016.0,7.50%,Druvigt & Blommigt,Riesling.
408205,Pannier,Brut Tradition,Mousserande vin,7709,129.0,Champagne,Pannier,,12.00%,Vitt Torrt,
4082519,Nuits d'Ivresse,Domaine Breton,Rott vin,90410,199.0,Loiredalen,Domaine Breton,2015.0,12.50%,Fruktigt & Smakrikt,Cabernet franc.
4082525,Stielle,,Rott vin,99199,169.0,Toscana,Rocca di Castagnoli,2009.0,13.00%,Kryddigt & Mustigt,70% sangiovese och 30% cabernet sauvignon.
4082538,Brunello di Montalcino,Caprili,Rott vin,99210,299.0,Toscana,Caprili,2012.0,15.00%,Kryddigt & Mustigt,Brunello (sangiovese grosso).
4082569,Barolo,Paolo Scavino,Rott vin,99236,359.0,Piemonte,Paolo Scavino,2013.0,14.50%,Stramt & Nyanserat,Nebbiolo.
4082698,Barolo,Josetta Saffirio,Rott vin,99257,299.0,Piemonte,Josetta Saffirio,2013.0,14.00%,Stramt & Nyanserat,Nebbiolo.
4082726,Pícaro del Aguila,Dominio del Aguila,Rott vin,99018,299.0,Ribera del Duero,Dominio del Aguila,2015.0,14.00%,Stramt & Nyanserat,Tempranillo.
4082758,La Grange,edition,Rott vin,90423,199.0,Languedoc-Roussillon,Domaine la Grange,2015.0,14.50%,Fruktigt & Smakrikt,Syrah och grenache.
4082770,Un Jour,,Rott vin,90424,209.0,Frankrike sydvast,Clos d'un Jour,2014.0,13.50%,Stramt & Nyanserat,Malbec.
4082809,Clos Malverne,Sauvignon Blanc Reserve Brut,Mousserande vin,78396,133.0,Western Cape,Clos Malverne,,13.00%,Vitt Torrt,
4082813,Tommolo Organic,Montepulciano,Rott vin,79167,69.0,Abruzzerna,Chiusa Grande,2016.0,13.00%,Kryddigt & Mustigt,
4082818,Rolly Gassmann,Gewurtztraminer Stegreben de Rorschwihr,Vitt vin,72607,1500.0,Alsace,Domaine Rolly Gassmann,1989.0,13.00%,Sott,
4082889,Aalto,,Rott vin,99278,359.0,Ribera del Duero,Bodega Aalto,2015.0,14.50%,Stramt & Nyanserat,Tempranillo.
4082961,Domaine des Bosquets,Gigondas,Rott vin,90441,199.0,Rhonedalen,Domaine des Bousquets,2015.0,14.00%,Kryddigt & Mustigt,"70% grenache, 20% syrah, 7% mourvèdre och 3% cinsault."
40866,Ben Rye,Passito di Pantelleria,Vitt vin,86883,309.0,Sicilien,Donnafugata,2014.0,14.50%,Sott,
408939,Sancerre,Domaine de la Villaudière,Vitt vin,5338,159.0,Loiredalen,J M Reverdy,2016.0,13.00%,Friskt & Fruktigt,Sauvignon blanc.
409402,Jacquart,Brut Mosaïque Millesime,Mousserande vin,77133,869.0,Champagne,Jacquart,2002.0,12.50%,Vitt Torrt,
40945,Peter Lehmann Portrait Barossa,Shiraz,Rott vin,16381,135.0,South Australia,Peter Lehmann,2014.0,14.50%,Fruktigt & Smakrikt,Shiraz
409849,Château Climens,,Vitt vin,92203,1019.0,Bordeaux,,2008.0,12.50%,Sott,Semillon.
409855,Château de Fargues,,Vitt vin,92204,1144.0,Bordeaux,,2008.0,12.50%,Sott,
40986,Moncaro,Verdicchio dei Castelli di Jesi Classico,Vitt vin,22424,219.0,Marche,Moncaro,2016.0,12.50%,Friskt & Fruktigt,Verdicchio.
4099586,Casa Marrone,Primitivo Organic,Rott vin,72497,289.0,Apulien,Casa Marrone,2016.0,14.00%,Fruktigt & Smakrikt,Primitivo.
4099828,Stettener Hader Lemberger,Weingut Karl Haidle,Rott vin,90445,199.0,Württemberg,Weingut Karl Haidle,2015.0,13.00%,Kryddigt & Mustigt,Lemberger.
4100233,Vacqueyras Reflets de l'âme,Domaine Fontaine Du Clos,Rott vin,90578,139.0,Rhonedalen,Domaine Fontaine Du Clos,2015.0,14.00%,Kryddigt & Mustigt,Grenache och syrah.
4100256,Paul Chollet,Cremant de Bourgogne Blanc de Blanc Brut,Mousserande vin,78586,155.0,Bourgogne,Paul Chollet,,12.00%,Vitt Torrt,
4100290,Mas de Libian,Khayyâm,Rott vin,90588,149.0,Rhonedalen,Mas de Libian,2016.0,14.00%,Kryddigt & Mustigt,"Grenache, mourvèdre och syrah."
4100390,Borgi,Nero d'Avola Organico,Rott vin,79507,99.0,Sicilien,Cantinetta Vini,2016.0,13.50%,Fruktigt & Smakrikt,Nero d'avola.
4100391,La Bella Barbera,,Rott vin,75273,99.0,Lombardiet,Arcus Wine Brands,,13.00%,Mjukt & Barigt,Barbera.
4100466,Prohibition,Cabernet Sauvignon,Rott vin,2124,99.0,Kalifornien,Urban Beverages,2016.0,14.00%,Fruktigt & Smakrikt,Cabernet sauvignon.
4101993,Brutocao,Cabernet Sauvignon,Rott vin,2223,189.0,Kalifornien,Brutocao Cellars & Vineyard,2015.0,13.50%,Fruktigt & Smakrikt,Cabernet sauvignon.
4102071,Château Charmail,,Rott vin,2843,189.0,Bordeaux,,2014.0,13.50%,Stramt & Nyanserat,"50% merlot, 35% cabernet sauvignon, 12% cabernet franc och 3% petit verdot."
4102158,Kloster Eberbach,Riesling Trocken,Vitt vin,78331,119.0,Rheingau,Kloster Eberbach,2016.0,12.00%,Druvigt & Blommigt,Riesling.
4102188,Côte-Rôtie Les Jumelles,Paul Jaboulet Aine,Rott vin,2090,379.0,Rhonedalen,Paul Jaboulet Aine,2013.0,13.00%,Kryddigt & Mustigt,Syrah.
4102291,Irpinia Aglianico,Tenuta del Meriggio di Bruno Pizza,Rott vin,2107,99.0,Kampanien,Tenuta del Meriggio di Bruno Pizza,2015.0,13.00%,Stramt & Nyanserat,Aglianico.
4102308,Colline Novaresi Nebbiolo,Madonna dellâ€™Uva,Rott vin,2025,99.0,Piemonte,Madonna dellâ€™Uva,2015.0,13.00%,Kryddigt & Mustigt,Nebbiolo.
4102332,Côte de Nuits-Villages Les Monts de Boncourt,R. Dubois & Fils,Vitt vin,90611,199.0,Bourgogne,R. Dubois & Fils,2015.0,13.00%,Fylligt & Smakrikt,Chardonnay.
4102346,Louis Massing,Brut,Mousserande vin,70380,199.0,Champagne,Deregard-Massing,,12.50%,Vitt Torrt,
4102350,Llopart,Brut Reserva Rose,Mousserande vin,75914,249.0,Cava,Llopart Cava,2014.0,11.50%,Rose,
4102351,Llopart,Brut Nature Reserva,Mousserande vin,74210,249.0,Cava,Llopart Cava,2013.0,11.50%,Vitt Torrt,
4104245,Nederburg,The Winemasters Shiraz Tannat,Rott vin,2027,89.0,Western Cape,Nederburg Wines,2016.0,14.00%,Fruktigt & Smakrikt,70% shiraz och 30% tannat.
4104313,Fairview,Reserve Collection Cabernet Sauvignon Petit Verdot,Rott vin,2013,119.0,Western Cape,Fairview Wines Pty Ltd,2016.0,14.00%,Fruktigt & Smakrikt,59% cabernet sauvignon och 41% petit verdot.
4104346,Pieter Carstens,Cabernet Sauvignon Shiraz,Rott vin,2118,239.0,Western Cape,Leeuwenkuil,2017.0,14.00%,Fruktigt & Smakrikt,60% cabernet sauvignon och 40% shiraz.
4104455,Langhe Nebbiolo,Montevalle,Rott vin,70812,119.0,Piemonte,Icon Wines,2015.0,14.00%,Kryddigt & Mustigt,Nebbiolo.
4104458,Juve y Camps,Reserva de la Familia Nature Brut,Mousserande vin,77600,315.0,Cava,Juve y Camps,2012.0,12.00%,Vitt Torrt,
4104472,HR Saumur Champigny,Vieilles Vignes,Rott vin,95090,129.0,Loiredalen,Domaine de Rocheville,2011.0,13.00%,Kryddigt & Mustigt,Cabernet franc.
41077,Muscadet Sèvre et Maine,sur lie,Vitt vin,2275,84.0,Loiredalen,Gadais Père & Fils,2016.0,12.00%,Friskt & Fruktigt,Melon de bourgogne.
411624,Château de Malle,,Vitt vin,73342,560.0,Bordeaux,,2008.0,14.00%,Sott,
411640,Château de Malle,,Vitt vin,73343,560.0,Bordeaux,,2009.0,14.00%,Sott,
412426,Sumarroca,Brut Nature Gran Reserva,Mousserande vin,77136,149.0,Cava,Bodegues Sumarroca,2012.0,12.00%,Vitt Torrt,
412568,Sumarroca,Brut Reserva,Mousserande vin,77137,139.0,Cava,Bodegues Sumarroca,2014.0,12.00%,Vitt Torrt,
412928,Lanson,Extra Age Brut,Mousserande vin,77138,499.0,Champagne,Lanson,,12.50%,Vitt Torrt,
413373,Anna de Codorníu,Brut Rose,Mousserande vin,77139,119.0,Cava,Codorníu,,11.50%,Rose,Pinot noir och chardonnay.
41490,Billecart-Salmon,Blanc de Blancs,Mousserande vin,86996,599.0,Champagne,Billecart-Salmon,,12.50%,Vitt Torrt,
41512,Taittinger,Brut Reserve,Mousserande vin,87327,6800.0,Champagne,Taittinger,,12.00%,Vitt Torrt,
415308,Rotari,Rose,Mousserande vin,7701,229.0,Trentino-Alto Adige,Mezzacorona,2012.0,12.50%,Rose,Pinot noir och chardonnay.
415337,Erik Lallerstedt,Brut,Mousserande vin,77144,369.0,Champagne,Henri Giraud,,12.00%,Vitt Torrt,
41538,Premiere Sekt,Halbtrocken,Mousserande vin,87077,89.0,,Rüdesheimer Weinkellerei,,11.00%,Vitt Halvtorrt,
4164260,Zonnebloem,Cinsault,Rott vin,75432,100.0,Western Cape,Distell Bergkelder,2016.0,13.50%,Mjukt & Barigt,Cinsault.
4164309,Wente,Morning Fog Chardonnay,Vitt vin,74147,139.0,Kalifornien,Wente Vineyards,2016.0,13.50%,Fylligt & Smakrikt,Chardonnay.
4164424,Foot of Africa,Grand Reserve,Vitt vin,2661,219.0,Western Cape,Kleine Zalze,2017.0,13.50%,Friskt & Fruktigt,"Chenin blanc, chardonnay och sauvignon blanc."
4164455,Morellino di Scansano Riserva,Morisfarms,Rott vin,2029,149.0,Toscana,Morisfarms,2013.0,14.00%,Kryddigt & Mustigt,"Sangiovese, merlot och cabernet sauvignon."
416509,Kleine Zalze,Cellar Selection Bush Vines Chenin Blanc,Vitt vin,2035,79.0,Western Cape,Kleine Zalze,2017.0,13.50%,Friskt & Fruktigt,Chenin blanc.
4165929,Cantina Lunae Colli di Luni,Etichetta Grigia,Vitt vin,2067,119.0,Ligurien,Cantina Lunae,2016.0,12.50%,Friskt & Fruktigt,Vermentino.
4165973,Mandrarossa Urra di Mare,Sauvignon Blanc,Vitt vin,73918,249.0,Sicilien,Cantine Settesoli,2016.0,12.00%,Friskt & Fruktigt,Sauvignon blanc.
4165980,Esprit Barville,Brotte Côtes du Rhône,Rott vin,73651,109.0,Rhonedalen,Brotte,2015.0,13.50%,Kryddigt & Mustigt,
4165984,Jean Laurent,Blanc de Blancs Reserve,Mousserande vin,77963,325.0,Champagne,Jean Laurent,,12.00%,Vitt Torrt,
4165985,Jean Laurent,Blanc de Noir,Mousserande vin,76458,305.0,Champagne,Jean Laurent,,12.00%,Vitt Torrt,
416660,Elyssia,Gran Cuvee Brut,Mousserande vin,77150,175.0,Cava,Freixenet,,11.50%,Vitt Torrt,
416670,Elyssia,Pinot Noir Brut,Mousserande vin,77151,175.0,Cava,Freixenet,,11.50%,Rose,
417412,Foot of Africa,Shiraz,Rott vin,2001,199.0,Western Cape,Kleine Zalze,2016.0,14.00%,Fruktigt & Smakrikt,Shiraz och viognier.
41794,Selvarossa,Salice Salentino,Rott vin,32228,79.0,Apulien,Cantine Due Palme,2014.0,14.00%,Kryddigt & Mustigt,Negroamaro och malvasia nera.
