Artikelid,Namn,Namn2,Varugrupp,Varnummer,Prisinklmoms,Ursprung,Producent,Argang,Alkoholhalt,Typ,RavarorBeskrivning
1687842,Prologue,Grand Cru,Mousserande vin,90978,349.0,Champagne,Champagne JM Labruyere,,12.00%,Vitt Torrt,70% pinot noir och 30% chardonnay.
1687846,Cadastro,Olivier Riviere,Rott vin,99905,269.0,Arlanza,Olivier Riviere,2014.0,14.00%,Fruktigt & Smakrikt,
1687882,Château d'Agassac,,Rott vin,93745,199.0,Bordeaux,Château d'Agassac,2007.0,13.00%,Stramt & Nyanserat,52% cabernet sauvignon och 48% merlot.
1687883,Château La Nerthe,,Rott vin,94890,339.0,Rhonedalen,Château La Nerthe,2014.0,14.00%,Kryddigt & Mustigt,"41% grenache, 28% mourvèdre, 27% syrah och 4% cinsault."
1687893,Te Mata Estate,Syrah,Rott vin,92933,139.0,Hawke's Bay,Te Mata Estate,2015.0,13.00%,Fruktigt & Smakrikt,98% syrah och 2% viognier.
16887,Pasqua Sanzeno,Cabernet Merlot,Rott vin,7530,225.0,Venetien,Pasqua,2015.0,12.50%,Mjukt & Barigt,Cabernet sauvignon och merlot.
16899,Viña Albali,Reserva,Rott vin,22674,69.0,Valdepeñas,Felix Solis,2012.0,13.00%,Kryddigt & Mustigt,Tempranillo.
16909,California White,,Vitt vin,6369,189.0,Kalifornien,Pernod Ricard,,12.00%,Latt & Avrundat,
169457,Piper-Heidsieck,Rose Sauvage,Mousserande vin,81914,398.0,Champagne,Charles Heidsieck,,12.00%,Rose,
1702491,Macán,,Rott vin,99964,479.0,Rioja,Benjamin de Rothschild &Vega Sicilia,2013.0,14.00%,Stramt & Nyanserat,
1702496,Gramona Imperial Brut,Gran Reserva,Mousserande vin,91008,199.0,Cava,Cava Gramona sa,2012.0,12.00%,Vitt Torrt,"50% xarel-lo, 40% macabeu och 10% chardonnay."
1702787,Gramona III Lustros,Cava Brut Nature Gran Reserva,Mousserande vin,93127,299.0,Cava,Cava Gramona sa,2009.0,12.00%,Vitt Torrt,75% xarel-lo och 25% macabeo.
1702831,Susana Balbo,Brioso,Rott vin,91631,249.0,Cuyo,Dominio del Plata,2014.0,14.50%,Fruktigt & Smakrikt,"45% cabernet sauvignon, 25% malbec, 25% cabernet franc och 5% petit verdot."
1702833,Bel Echo,Sauvignon Blanc,Vitt vin,98787,159.0,Marlborough,Clos Henri,2016.0,14.00%,Friskt & Fruktigt,Sauvignon blanc.
1702846,Bel Echo,Pinot Noir,Rott vin,93830,179.0,Marlborough,Clos Henri,2015.0,14.00%,Kryddigt & Mustigt,Pinot noir.
1702851,La Marea,Old Vine Grenache,Rott vin,99623,349.0,,I. Brand & Family,2014.0,14.00%,Kryddigt & Mustigt,Grenache.
1702852,Humagne Rouge,,Rott vin,92932,349.0,Valais,Provins,2012.0,14.00%,Kryddigt & Mustigt,
1702854,Gran Clos,,Rott vin,99433,299.0,Priorat,Gran Clos,2011.0,15.00%,Stramt & Nyanserat,"46% carignan, 44% grenache och 10% cabernet sauvignon."
1702888,Radford Dale,Black Rock,Rott vin,99442,210.0,Western Cape,Radford Dale,2015.0,13.50%,Kryddigt & Mustigt,"Syrah, carignan, cinsault, mourvèdre, grenache och viognier."
1702902,Curiosity,Purrfect Blend,Rott vin,74657,149.0,,Altia,2016.0,12.50%,Mjukt & Barigt,
1702933,Kozlovic,Teran,Rott vin,99783,178.0,Istra,Kozlovic,2016.0,13.00%,Fruktigt & Smakrikt,Teran.
1702946,Bastardo,Conceito Vinhos lda,Rott vin,96689,179.0,Douro,Conceito Vinhos Lda,2016.0,13.00%,Kryddigt & Mustigt,Bastardo.
170357,Azabache,Crianza,Rott vin,2708,85.0,Rioja,Viñedos de Aldeanueva,2014.0,14.00%,Kryddigt & Mustigt,"60% tempranillo, 30% garnacha och 10% graciano."
17049,Señorío de los Llanos,Gran Reserva,Rott vin,22679,69.0,Valdepeñas,Bodegas Vinartis,2012.0,13.00%,Kryddigt & Mustigt,Tempranillo.
17051,Jacobsdal,Pinotage,Rott vin,22055,129.0,Western Cape,Jacobsdal Wine Estate,2013.0,14.00%,Kryddigt & Mustigt,Pinotage.
170871,Chambolle-Musigny,Premier Cru Joseph Drouhin,Rott vin,83192,899.0,Bourgogne,Joseph Drouhin,2014.0,13.00%,Kryddigt & Mustigt,Pinot noir.
171164,Hunter's,Pinot Noir,Rott vin,83933,99.0,Marlborough,Hunter's Wines,2014.0,13.50%,Mjukt & Barigt,Pinot noir.
171422,Marques de Murrieta,Reserva,Rott vin,2612,149.0,Rioja,Marques de Murrieta,2013.0,13.50%,Kryddigt & Mustigt,"83% tempranillo, 9% graciano, 5% mazuelo och 3% garnacha."
171966,Ayala,Blanc de Blancs,Mousserande vin,81978,589.0,Champagne,Ayala,2010.0,12.00%,Vitt Torrt,
172009,Ayala,Rose,Mousserande vin,81985,469.0,Champagne,Ayala,,12.00%,Rose,
1721,Fontana Candida,Frascati,Vitt vin,2410,69.0,Latium,Fontana Candida,2016.0,12.50%,Latt & Avrundat,"50% trebbiano toscano, 30% malvasia di candia och 20% malvasia del lazio."
1722,Fontana Candida,Frascati,Vitt vin,2410,39.0,Latium,Fontana Candida,2016.0,12.50%,Latt & Avrundat,"50% trebbiano toscano, 30% malvasia di candia och 20% malvasia del lazio."
17264,Chapel Hill,Riesling Sauvignon Blanc,Vitt vin,2903,185.0,Del-Balaton,Balatonboglár Winery,2016.0,12.00%,Druvigt & Blommigt,Riesling och sauvignon blanc.
17266,Rosemount,Shiraz Cabernet,Rott vin,6823,209.0,South Eastern Australia,Rosemount Estate,2017.0,13.50%,Mjukt & Barigt,66% shiraz och 34% cabernet sauvignon.
1731,Serego Alighieri Vaio Armaron,Amarone,Rott vin,2419,399.0,Venetien,Masi,2011.0,15.50%,Kryddigt & Mustigt,"Corvina, rondinella och molinara."
17474,Veuve Clicquot,Brut,Mousserande vin,87306,6209.0,Champagne,Veuve Clicquot,,12.00%,Vitt Torrt,
1748,Jacob's Creek,Dry Riesling,Vitt vin,2438,79.0,,Orlando,2017.0,11.10%,Friskt & Fruktigt,Riesling.
17580,Moselland,Riesling Kabinett,Vitt vin,5135,189.0,Mosel,Moselland,2016.0,7.50%,Druvigt & Blommigt,Riesling.
1767,Torres Gran Viña Sol,Chardonnay.,Vitt vin,2459,89.0,Penedès,Miguel Torres,2015.0,13.50%,Friskt & Fruktigt,Chardonnay och parellada.
17697,Ravenswood,Vintners Blend Zinfandel,Rott vin,26001,119.0,Kalifornien,Ravenswood,2015.0,13.50%,Fruktigt & Smakrikt,Zinfandel.
17778,Bonterra,Zinfandel,Rott vin,22620,139.0,Kalifornien,Bonterra Vineyards,2016.0,15.00%,Fruktigt & Smakrikt,Zinfandel.
1784701,True Colours by Opal Springs,,Vitt vin,3575,209.0,South Eastern Australia,Lyrup Wine Company,2016.0,13.50%,Fylligt & Smakrikt,
1784777,Bolyki,Egri Bikaver,Rott vin,99824,159.0,Eger,Bolyki János Gyorgy,2015.0,12.50%,Fruktigt & Smakrikt,"40% kekfrankos, 25% cabernet franc, 25% merlot, 5% zweigelt, 3% blauburger och 2% portugieser."
180702,Special Club,Jose Michel & Fils,Mousserande vin,87954,469.0,Champagne,Jose Michel & Fils,2006.0,12.50%,Vitt Torrt,
18132,Moët & Chandon,,Mousserande vin,87518,8299.0,Champagne,Moët & Chandon,,12.50%,Vitt Torrt,
18133,Moët & Chandon,,Mousserande vin,87518,15129.0,Champagne,Moët & Chandon,,12.50%,Vitt Torrt,
18156,Pasqua Sanzeno,Chardonnay,Vitt vin,2907,219.0,,Pasqua,2016.0,12.50%,Friskt & Fruktigt,Chardonnay.
18157,California White,,Vitt vin,6310,68.0,Kalifornien,Pernod Ricard,,12.50%,Latt & Avrundat,
1818491,Oremus,Tokaji Aszú 5 Puttonyos,Vitt vin,99582,449.0,Tokaj-Hegyalja,Tokaj Oremus,2007.0,12.50%,Sott,
1818867,Gutevin,Skals Cuvee 2016,Vitt vin,34151,159.0,Gotlands lan,Gute Vingard AB,2016.0,12.00%,Friskt & Fruktigt,Solaris och phonix.
1825,Baron de Ley,Reserva,Rott vin,2525,119.0,Rioja,Baron de Ley,2013.0,13.50%,Kryddigt & Mustigt,Tempranillo.
182506,Rawson's Retreat,Shiraz Cabernet,Rott vin,6942,259.0,South Eastern Australia,Rawson's Retreat,2017.0,13.50%,Fruktigt & Smakrikt,Shiraz och cabernet sauvignon.
182556,Billecart-Salmon,Brut Reserve,Mousserande vin,7454,799.0,Champagne,Billecart-Salmon,,12.00%,Vitt Torrt,
184220,Ca' Rugate,La Perlara,Vitt vin,88250,299.0,Venetien,Ca'Rugate,2015.0,13.50%,Sott,
184648,R de Ruinart,,Mousserande vin,88283,949.0,Champagne,Ruinart,,12.00%,Vitt Torrt,
184651,Ruinart,Blanc de Blancs,Mousserande vin,88291,605.0,Champagne,Ruinart,,12.50%,Vitt Torrt,Chardonnay.
1851,La Salle,Muscat Viognier Chenin Blanc,Vitt vin,2554,79.0,Kalifornien,O'Niell,,9.00%,Sott,"Muscat, viognier och chenin blanc."
1851226,Hogberga,Merlot,Rott vin,39936,199.0,,Hogberga Vinfabrik AB,2014.0,14.00%,Fruktigt & Smakrikt,Merlot.
1851263,Caprice,Sodakra Vingard,Vitt vin,33758,143.0,Skane lan,Sodakra Vingard,2016.0,14.50%,Friskt & Fruktigt,
1851520,anglavin,Solaris,Vitt vin,38629,178.0,Skane lan,anglavin HB,2016.0,13.00%,Friskt & Fruktigt,Solaris.
1851620,Champagne de Castelnau,Reserve Brut,Mousserande vin,76191,279.0,Champagne,Champagne de Castelnau,,12.50%,Vitt Torrt,
1851632,Astoria,Rose Spumante Extra Dry,Mousserande vin,77209,89.0,,Astoria,,11.00%,Rose,
185336,Lanson,Black Label,Mousserande vin,7500,1981.0,Champagne,Lanson,,12.50%,Vitt Torrt,
18555,Chablis,Joseph Drouhin,Vitt vin,5765,184.0,Bourgogne,Joseph Drouhin,2015.0,12.50%,Friskt & Fruktigt,Chardonnay.
1869,Marques de Riscal,Reserva,Rott vin,2573,149.0,Rioja,Marques de Riscal,2013.0,14.00%,Kryddigt & Mustigt,"80% tempranillo, 10% mazuelo och 10% graciano."
1870,Periquita,Original,Rott vin,2574,69.0,Península de Setúbal,Jose Maria da Fonseca,2015.0,13.00%,Kryddigt & Mustigt,"Castelão, trincadeira och aragonez."
188637,De Bortoli,Semillon Chardonnay,Vitt vin,16446,219.0,South Eastern Australia,De Bortoli,2013.0,12.00%,Friskt & Fruktigt,Semillon och chardonnay.
188962,Masi Passo Doble,Malbec Corvina,Rott vin,6156,99.0,Cuyo,Masi,2015.0,14.00%,Fruktigt & Smakrikt,Malbec och corvina.
1890,Casal Garcia,Vinho Verde,Vitt vin,2596,59.0,Minho,Aveleda,,8.50%,Friskt & Fruktigt,
189567,Gustave Lorentz,Gewurztraminer Reserve,Vitt vin,5244,99.0,Alsace,Gustave Lorentz,2016.0,13.50%,Druvigt & Blommigt,Gewurztraminer.
189886,Segura Viudas,Reserva Heredad Brut,Mousserande vin,81287,229.0,Cava,Segura Viudas,,12.00%,Vitt Torrt,
190680,Saint Clair,Vicar's Choice Sauvignon Blanc,Vitt vin,12000,99.0,Marlborough,Saint Clair Family Estate,2016.0,13.00%,Friskt & Fruktigt,Sauvignon blanc.
190840,Adobe,Reserva Cabernet Sauvignon,Rott vin,6853,79.0,Valle Central,Viñedos Orgánicos Emiliana,2016.0,13.50%,Fruktigt & Smakrikt,Cabernet sauvignon.
1913,La Revedere,Merlot,Rott vin,2620,69.0,,Altia,2016.0,13.00%,Mjukt & Barigt,Merlot.
191433,Pouilly-Fume,,Vitt vin,5284,155.0,Loiredalen,Caves des Perrières,2016.0,12.50%,Friskt & Fruktigt,Sauvignon blanc.
19153,Hugel Gentil,,Vitt vin,2108,115.0,Alsace,Hugel,2016.0,12.50%,Druvigt & Blommigt,"Sylvaner, pinot blanc, riesling, muscat, pinot gris och gewurztraminer."
19164,Marques de Cáceres,Crianza,Rott vin,2734,89.0,Rioja,Bodegas Marques de Cáceres,2014.0,13.50%,Kryddigt & Mustigt,85% tempranillo samt 15% garnacha och graciano.
19186,Masi,Valpolicella Bonacosta,Rott vin,6998,60.0,Venetien,Masi,2016.0,12.00%,Mjukt & Barigt,"Corvina, rondinella och molinara."
192402,Côtes-du-Rhône,Reserve,Rott vin,6018,259.0,Rhonedalen,Pellerin,2016.0,14.00%,Kryddigt & Mustigt,"55% syrah, 40% grenache noir och 5% mourvèdre."
192685,Torricella,,Vitt vin,7179,139.0,Toscana,Barone Ricasoli,2015.0,12.50%,Fylligt & Smakrikt,80% chardonnay och 20% sauvignon blanc.
192693,Langhe,Nebbiolo Pio Cesare,Rott vin,7306,156.0,Piemonte,Pio Cesare,2013.0,14.00%,Stramt & Nyanserat,Nebbiolo.
193051,Poggio Teo,Valiano,Rott vin,81254,169.0,Toscana,Gestioni Piccini,2013.0,13.50%,Kryddigt & Mustigt,Sangiovese.
1935,Trimbach,Riesling,Vitt vin,2639,145.0,Alsace,Trimbach,2014.0,12.50%,Friskt & Fruktigt,Riesling.
193689,Mauro,Primitivo Alberello,Rott vin,32364,40.0,Apulien,Nordic Sea Winery,2016.0,14.50%,Fruktigt & Smakrikt,
19388,Domaine du Vieux Lazaret,,Rott vin,2211,219.0,Rhonedalen,Domaine du Vieux Lazaret,2014.0,13.50%,Kryddigt & Mustigt,"Grenache, syrah, mourvèdre, cinsault och counoise."
1965,Rene Barbier,Viña Augusta,Vitt vin,2670,67.0,Catalunya,Rene Barbier,2016.0,11.00%,Latt & Avrundat,"Macabeo, xarel-lo, parellada och moscatel."
1966,Rene Barbier,Viña Augusta,Vitt vin,2670,41.0,Catalunya,Rene Barbier,2016.0,11.00%,Latt & Avrundat,"Macabeo, xarel-lo, parellada och moscatel."
1967900,La Reserve de Leoville Barton,,Rott vin,99132,299.0,Bordeaux,Les Vins Fins Anthony Barton,2012.0,13.00%,Stramt & Nyanserat,"75% cabernet sauvignon, 23% merlot och 2% cabernet franc."
1967918,Solaris,Vingarden Stora Borakra,Vitt vin,31716,168.0,Blekinge lan,Vingarden Stora Borakra,2016.0,13.50%,Friskt & Fruktigt,Solaris.
1968143,Bosquet des Papes,Cuvee Tradition,Rott vin,99484,299.0,Rhonedalen,Bosquet des Papes,2015.0,14.50%,Kryddigt & Mustigt,"75% grenache, 11% mourvèdre, 11% syrah samt 3% vaccarèse, couinoise och cinsault."
1968350,Phaunus Palhete,,Rott vin,98158,219.0,Minho,Aphros Wine,2016.0,12.00%,Mjukt & Barigt,80% loureiro och 20% vinhão.
1968375,Empire Estate,Riesling,Vitt vin,94322,209.0,New York State,Gothic Wine LLC,2016.0,12.50%,Friskt & Fruktigt,Riesling.
1968492,Dog Point,Sauvignon Blanc,Vitt vin,91594,185.0,Marlborough,Dog Point Vineyards,2016.0,13.50%,Friskt & Fruktigt,Sauvignon blanc.
1968506,Susana Balbo,Barrel Fermented Torrontes,Vitt vin,92444,159.0,Cuyo,Dominio del Plata,2015.0,13.00%,Friskt & Fruktigt,Torrontes.
19707,Faustino VII,,Rott vin,22662,46.0,Rioja,Faustino Martínez,2015.0,12.50%,Kryddigt & Mustigt,
197241,Ayala,Brut Nature,Mousserande vin,81438,399.0,Champagne,Ayala,,12.00%,Vitt Torrt,
1975,Faustino I,Gran Reserva,Rott vin,2678,179.0,Rioja,Faustino Martínez,2005.0,13.50%,Kryddigt & Mustigt,Tempranillo.
197581,Henriot,Brut Rose,Mousserande vin,81422,499.0,Champagne,Henriot,,12.00%,Rose,
197584,Henriot,Souverain Brut,Mousserande vin,81466,409.0,Champagne,Henriot,,12.00%,Vitt Torrt,
1981769,Andeluna Pasionado,Cuatro Cepas,Rott vin,94293,299.0,Cuyo,Andeluna Cellars SRL,2013.0,14.50%,Kryddigt & Mustigt,"41% malbec, 26% cabernet sauvignon, 23% cabernet franc och 10% merlot."
1981779,Kleine Zalze,Vintage Brut Method Cap Classic,Mousserande vin,75251,199.0,Western Cape,Kleine Zalze,2011.0,11.50%,Vitt Torrt,
1981781,Bolla,Prosecco Organic,Mousserande vin,79587,99.0,Venetien,Bolla,,11.00%,Vitt Torrt,Glera.
1982,Señorío de los Llanos,Reserva,Rott vin,2685,57.0,Valdepeñas,Bodegas Vinartis,2011.0,13.00%,Kryddigt & Mustigt,Tempranillo.
1982037,Goldberg,Riesling,Vitt vin,92683,299.0,Mosel,Weingut Van Volxem,2015.0,12.00%,Friskt & Fruktigt,Riesling.
1982042,Grand Mont,Bourgueil,Rott vin,95806,189.0,Loiredalen,Pierre-Jacques Druet,2000.0,12.50%,Kryddigt & Mustigt,Cabernet franc.
1982053,Person L'Audacieuse,Millesime,Mousserande vin,93051,499.0,Champagne,Champagne Person,2002.0,12.00%,Vitt Torrt,
1982059,Andre Jacquart,Experience Grand Cru Blanc de Blancs,Mousserande vin,90831,359.0,Champagne,Andre Jacquart,,12.00%,Vitt Torrt,Chardonnay.
1983,Torres Gran Sangre de Toro,Reserva,Rott vin,2686,99.0,Catalunya,Miguel Torres,2012.0,14.00%,Kryddigt & Mustigt,"Garnacha, cariñena och syrah."
19842,Le Bistro,Tina,Rott vin,2270,75.0,,Les Domaines Auriol,2016.0,12.50%,Mjukt & Barigt,"Merlot, carignan och syrah."
198502,Roodeberg,,Rott vin,7451,259.0,Western Cape,KWV,2016.0,14.00%,Fruktigt & Smakrikt,"Cabernet sauvignon, merlot och shiraz."
198535,Ramos,Reserva,Rott vin,6139,249.0,Alentejo,João Portugal Ramos,2015.0,14.00%,Fruktigt & Smakrikt,"Trincadeira, aragonez och syrah."
198951,Piper-Heidsieck,Brut,Mousserande vin,81530,2498.0,Champagne,Charles Heidsieck,,12.00%,Vitt Torrt,
199247,Hunter's,Sauvignon Blanc,Vitt vin,6202,114.0,Marlborough,Hunter's Wines,2016.0,13.00%,Friskt & Fruktigt,Sauvignon blanc.
199504,Gustave Lorentz,Riesling Reserve,Vitt vin,22257,199.0,Alsace,Gustave Lorentz,2016.0,12.50%,Druvigt & Blommigt,Riesling.
19982,Pierre Peters,Cuvee de Reserve,Mousserande vin,7350,349.0,Champagne,Pierre Peters,,12.00%,Vitt Torrt,Chardonnay.
19983,Delamotte,Brut,Mousserande vin,7351,389.0,Champagne,Delamotte,,12.00%,Vitt Torrt,"Chardonnay 50%, pinot noir 30%, pinot meunier 20%"
19985,Château Coucheroy,,Vitt vin,4136,129.0,Bordeaux,Andre Lurton,2013.0,14.00%,Fylligt & Smakrikt,Sauvignon blanc.
20026,Laroche,Bourgogne Reserve,Vitt vin,5621,119.0,Bourgogne,Laroche,2016.0,13.00%,Fylligt & Smakrikt,Chardonnay.
20034,Beaujolais-Villages,,Rott vin,5003,89.0,Bourgogne,Georges Duboeuf,2015.0,13.00%,Mjukt & Barigt,Gamay.
2004198,Madai,Origen Mencía,Rott vin,2276,99.0,Bierzo,Madai,2016.0,13.50%,Fruktigt & Smakrikt,Mencía.
2004212,Org de Rac,Reserve Cabernet Sauvignon,Rott vin,2081,139.0,Western Cape,Org de Rac,2015.0,14.50%,Stramt & Nyanserat,Cabernet sauvignon.
2005,Marques de Arienzo,Reserva,Rott vin,2710,129.0,Rioja,Marques de Riscal,2012.0,14.00%,Kryddigt & Mustigt,"Tempranillo, graciano och mazuelo."
2006,Marques de Arienzo,Reserva,Rott vin,2710,69.0,Rioja,Marques de Riscal,2012.0,13.50%,Kryddigt & Mustigt,"Tempranillo, graciano och mazuelo."
200712,Dorato,Vino Passito Dolce,Vitt vin,81707,139.0,,Gioacchino Garofoli,2013.0,12.00%,Sott,
20175,Taittinger,Brut Reserve,Mousserande vin,87327,3600.0,Champagne,Taittinger,,12.50%,Vitt Torrt,
20176,Taittinger,Brut Reserve,Mousserande vin,87327,12999.0,Champagne,Taittinger,,12.50%,Vitt Torrt,
20189,Sunrise,Merlot,Rott vin,6519,64.0,Valle Central,Concha y Toro,2017.0,12.00%,Fruktigt & Smakrikt,Merlot.
201919,Maculan,Torcolato,Vitt vin,81659,244.0,Venetien,Maculan,2012.0,13.50%,Sott,
201922,Alexandre Bonnet,Grande Reserve Brut,Mousserande vin,7555,179.0,Champagne,Alexandre Bonnet,,12.00%,Vitt Torrt,"70 % pinot noir, 20 % chardonnay och 10 % pinot meunier."
20218,Santa Helena,Varietal Cabernet Sauvignon,Rott vin,6532,58.0,Valle Central,Viña Santa Helena,2016.0,13.00%,Fruktigt & Smakrikt,Cabernet sauvignon.
20299,Masi Campofiorin,,Rott vin,5123,249.0,Venetien,Masi,2014.0,13.00%,Kryddigt & Mustigt,"70% corvina, 25% rondinella och 5% molinara."
20455,Pierre Sparr,Pinot Gris Reserve,Vitt vin,2190,109.0,Alsace,Pierre Sparr,2015.0,13.00%,Druvigt & Blommigt,Pinot gris
204751,Orange Muscat and Flora,Late Harvested,Vitt vin,81859,109.0,Victoria,Brown Brothers Wines,2013.0,10.00%,Sott,
20549,Casillero del Diablo,Chardonnay,Vitt vin,2075,30.0,Valle Central,Concha y Toro,2016.0,13.50%,Friskt & Fruktigt,Chardonnay.
20550,Casillero del Diablo,Cabernet Sauvignon,Rott vin,2962,30.0,Valle Central,Concha y Toro,2016.0,13.50%,Fruktigt & Smakrikt,Cabernet sauvignon.
205747,Foot of Africa,Shiraz,Rott vin,12157,75.0,Western Cape,Kleine Zalze,2015.0,14.00%,Fruktigt & Smakrikt,95% shiraz och 5% viognier.
20580,Sunrise,Cabernet Sauvignon,Rott vin,16676,25.0,Valle Central,Concha y Toro,2016.0,12.00%,Fruktigt & Smakrikt,Cabernet sauvignon
206135,Wachenheimer Riesling,Trocken,Vitt vin,81912,159.0,Pfalz,Dr Bürklin-Wolf,2016.0,12.00%,Friskt & Fruktigt,Riesling.
206341,Jean-Pierre Moueix,Saint-Emilion,Rott vin,5327,179.0,Bordeaux,Jean Pierre Moueix,2015.0,14.00%,Stramt & Nyanserat,Huvudsakligen merlot.
207226,Heidsieck & Co Monopole,Blue Top,Mousserande vin,7398,99.0,Champagne,Heidsieck & Co Monopole,,12.00%,Vitt Torrt,"70% pinot noir, 20% chardonnay och 10% pinot meunier."
2083,Campo Viejo,Crianza,Rott vin,2786,79.0,Rioja,Campo Viejo,2014.0,13.50%,Kryddigt & Mustigt,"Tempranillo, garnacha och mazuelo."
208479,Pacherenc du Vic Bilh,Cuvee Marie,Vitt vin,82078,236.0,Frankrike sydvast,Clos de L'Eglise,2007.0,14.00%,Sott,
208820,Elvis The King,Cabernet Sauvignon,Rott vin,6312,109.0,Kalifornien,Elvis Presley Wine Cellars,2015.0,13.00%,Fruktigt & Smakrikt,Cabernet sauvignon.
20891,Jacob's Creek,Chardonnay Pinot Noir Brut Cuvee,Mousserande vin,7359,89.0,South Eastern Australia,Orlando,,11.50%,Vitt Torrt,Chardonnay och pinot noir
209119,Cameleon,Selection Malbec,Rott vin,6581,89.0,Cuyo,Domaine Bousquet,2017.0,13.50%,Fruktigt & Smakrikt,Malbec.
209122,Cameleon,Selection Malbec,Rott vin,6581,49.0,Cuyo,Domaine Bousquet,2017.0,13.00%,Fruktigt & Smakrikt,Malbec.
209319,Meerlust,Rubicon,Rott vin,2026,239.0,Western Cape,Meerlust,2014.0,14.00%,Stramt & Nyanserat,"71% cabernet sauvignon, 20% merlot och 9% cabernet franc."
209323,Nederburg,Noble Late Harvest,Vitt vin,2741,89.0,Western Cape,Nederburg Wines,2017.0,10.50%,Sott,71% chenin blanc och 29% muscat de frontignan.
209373,Saint Clair,Pinot Noir,Rott vin,16015,129.0,Marlborough,Saint Clair Family Estate,2016.0,13.50%,Kryddigt & Mustigt,Pinot noir.
209933,El Cortejo,Sauvignon Blanc,Vitt vin,6012,39.0,Cuyo,Nordic Sea Winery,2017.0,12.00%,Friskt & Fruktigt,Sauvignon blanc.
210839,Veuve Clicquot,Rose,Mousserande vin,82169,494.0,Champagne,Veuve Clicquot,,12.50%,Rose,
210851,Gnarly Head,Old Vine Zinfandel,Rott vin,6597,105.0,Kalifornien,Gnarly Head Wines,2015.0,14.50%,Fruktigt & Smakrikt,86% zinfandel och 14% petite sirah.
211958,Gosset,Brut Grand Millesime,Mousserande vin,82190,595.0,Champagne,Gosset,2006.0,12.00%,Vitt Torrt,
21349,Wolf Blass Eaglehawk,Cabernet Sauvignon,Rott vin,6338,59.0,South Eastern Australia,Wolf Blass,2016.0,13.50%,Fruktigt & Smakrikt,Cabernet sauvignon.
21363,Drostdy-Hof,Chenin Blanc,Vitt vin,2069,188.0,Western Cape,Drostdy Cellars,2017.0,12.50%,Friskt & Fruktigt,Chenin blanc.
213922,AUSSIE Great White,Chardonnay,Vitt vin,6449,69.0,South Eastern Australia,Altia,,13.00%,Friskt & Fruktigt,Chardonnay.
213931,AUSSIE Kangarouge,Shiraz,Rott vin,6451,68.0,,Altia,,14.00%,Fruktigt & Smakrikt,Shiraz.
214026,Nicolas Feuillatte,Millesime Blanc de Blancs,Mousserande vin,7592,319.0,Champagne,Nicolas Feuillatte,2008.0,12.00%,Vitt Torrt,Chardonnay.
214659,Château Mont-Redon,Châteauneuf-du-Pape,Rott vin,2811,509.0,Rhonedalen,Château Mont-Redon,2012.0,14.50%,Kryddigt & Mustigt,"Grenache, syrah, cinsault, mourvedre, counoise och muscardin och vaccarese."
214662,Château Mont-Redon,Châteauneuf-du-Pape,Rott vin,2811,137.0,Rhonedalen,Château Mont-Redon,2013.0,14.00%,Kryddigt & Mustigt,"Grenache, syrah, cinsault, mourvedre, counoise och muscardin och vaccarese."
215161,Moulin Touchais,,Vitt vin,82117,469.0,Loiredalen,Touchais,1985.0,13.50%,Sott,
21531,Jacob's Creek,Organic Chardonnay,Vitt vin,7496,47.0,South Eastern Australia,Orlando,2016.0,13.10%,Friskt & Fruktigt,Chardonnay.
21532,Jacob's Creek,Shiraz Cabernet,Rott vin,2066,47.0,South Eastern Australia,Orlando,2016.0,14.50%,Fruktigt & Smakrikt,Shiraz och cabernet sauvignon.
215586,Rotari,Rose,Mousserande vin,7701,119.0,Trentino-Alto Adige,Mezzacorona,2012.0,12.50%,Rose,Pinot noir och chardonnay.
215598,Monti Garbi,Ripasso,Rott vin,5328,119.0,Venetien,Tenuta Sant' Antonio,2015.0,14.00%,Kryddigt & Mustigt,"Corvina, rondinella samt ovriga druvsorter."
215608,Delitia,Recioto della Valpolicella Classico,Rott vin,5329,100.0,Venetien,Luigi Righetti,2016.0,12.50%,Sott,"Corvina, rondinella, molinara samt ovriga druvsorter."
215611,Prosecco,Brut,Mousserande vin,82172,109.0,,Cantine Sacchetto,2015.0,12.00%,Vitt Torrt,
215617,Barone Ricasoli,Formulae,Rott vin,12300,229.0,Toscana,Barone Ricasoli,2016.0,13.00%,Kryddigt & Mustigt,Sangiovese.
215633,Château Pierre-Bise,Les Rouannières,Vitt vin,82124,233.0,Loiredalen,Château Pierre-Bise,2014.0,10.00%,Sott,
21604,Château La Grave à Pomerol,Trigant de Boisset,Rott vin,73445,599.0,Bordeaux,,2014.0,14.00%,Stramt & Nyanserat,
216120,Palmer & Co,Brut Rose,Mousserande vin,82260,339.0,Champagne,Palmer & Co,,12.00%,Rose,
216123,Amazone de Palmer,Brut,Mousserande vin,82267,899.0,Champagne,Palmer & Co,,12.00%,Vitt Torrt,50% chardonnay och 50% pinot noir.
216549,Dr L,Riesling,Vitt vin,7218,89.0,Mosel,Dr Loosen,2016.0,10.50%,Friskt & Fruktigt,Riesling.
216593,Masi Masianco,Pinot Grigio Verduzzo,Vitt vin,2415,99.0,Venetien,Masi,2016.0,13.00%,Friskt & Fruktigt,75% pinot grigio och 25% verduzzo.
